         146255 function calls (144228 primitive calls) in 88.466 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.007    0.001    1.834    0.204 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/feature_selection/_univariate_selection.py:96(<genexpr>)
       23    0.000    0.000    1.813    0.079 {method 'sum' of 'numpy.ndarray' objects}
       23    0.000    0.000    1.813    0.079 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/_methods.py:47(_sum)
        1    0.000    0.000    1.769    1.769 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/base.py:850(fit_transform)
       10    0.000    0.000    1.696    0.170 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/multiclass.py:44(unique_labels)
        1    0.002    0.002    1.661    1.661 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/feature_selection/_univariate_selection.py:448(fit)
        4    0.000    0.000    1.446    0.361 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/metrics/_classification.py:1365(_check_set_wise_labels)
        2    0.000    0.000    1.260    0.630 /home/onyr/code/phdtrack/phdtrack_project_3/src/data_processing/value_node_ml/data_loading/data_cleaning.py:5(clean)
        3    1.185    0.395    1.185    0.395 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/feature_selection/_univariate_selection.py:147(<listcomp>)
       11    0.000    0.000    1.095    0.100 <__array_function__ internals>:177(union1d)
       11    0.002    0.000    1.095    0.100 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/lib/arraysetops.py:898(union1d)
        2    0.000    0.000    0.946    0.473 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/frame.py:10565(nunique)
        2    0.000    0.000    0.946    0.473 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/frame.py:9276(apply)
        2    0.000    0.000    0.946    0.473 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/apply.py:645(apply)
        2    0.000    0.000    0.946    0.473 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/apply.py:797(apply_standard)
        2    0.000    0.000    0.946    0.473 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/apply.py:803(apply_series_generator)
       36    0.000    0.000    0.944    0.026 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/apply.py:132(f)
       36    0.000    0.000    0.944    0.026 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/base.py:1033(nunique)
       36    0.000    0.000    0.943    0.026 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/series.py:2127(unique)
       36    0.000    0.000    0.943    0.026 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/base.py:1024(unique)
       36    0.000    0.000    0.943    0.026 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/algorithms.py:295(unique)
       36    0.001    0.000    0.942    0.026 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/algorithms.py:415(unique_with_mask)
       36    0.940    0.026    0.940    0.026 {method 'unique' of 'pandas._libs.hashtable.Int32HashTable' objects}
        6    0.633    0.106    0.922    0.154 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/__init__.py:688(safe_sqr)
        3    0.000    0.000    0.909    0.303 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/feature_selection/_univariate_selection.py:97(<listcomp>)
       30    0.000    0.000    0.852    0.028 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/multiclass.py:81(<genexpr>)
       30    0.000    0.000    0.843    0.028 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/multiclass.py:114(<genexpr>)
       20    0.000    0.000    0.843    0.042 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/multiclass.py:23(_unique_multiclass)
      100    0.643    0.006    0.643    0.006 {method 'astype' of 'numpy.ndarray' objects}
      145    0.002    0.000    0.637    0.004 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/validation.py:629(check_array)
        3    0.000    0.000    0.633    0.211 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/feature_selection/_univariate_selection.py:93(<listcomp>)
        9    0.000    0.000    0.633    0.070 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/validation.py:198(as_float_array)
        8    0.000    0.000    0.548    0.068 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/reshape/concat.py:149(concat)
        8    0.000    0.000    0.544    0.068 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/reshape/concat.py:565(get_result)
        4    0.000    0.000    0.514    0.129 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/internals/concat.py:175(concatenate_managers)
        8    0.000    0.000    0.422    0.053 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/preprocessing/_label.py:120(transform)
        8    0.000    0.000    0.422    0.053 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/_encode.py:193(_encode)
        1    0.003    0.003    0.393    0.393 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/metrics/_classification.py:232(confusion_matrix)
       25    0.000    0.000    0.388    0.016 <__array_function__ internals>:177(concatenate)
       91    0.000    0.000    0.376    0.004 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
       14    0.000    0.000    0.376    0.027 <__array_function__ internals>:177(sum)
       14    0.000    0.000    0.376    0.027 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2188(sum)
       21    0.000    0.000    0.374    0.018 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/validation.py:96(_assert_all_finite)
        5    0.000    0.000    0.342    0.068 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/base.py:483(_validate_data)
        5    0.000    0.000    0.342    0.068 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/validation.py:981(check_X_y)
        8    0.000    0.000    0.341    0.043 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/_encode.py:235(_check_unknown)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/indexing.py:1089(__getitem__)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/indexing.py:1277(_getitem_tuple)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/indexing.py:942(_getitem_tuple_same_dim)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/indexing.py:1309(_getitem_axis)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/indexing.py:1117(_getbool_axis)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/generic.py:3940(_take_with_is_copy)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/generic.py:3911(_take)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/internals/managers.py:929(take)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/internals/managers.py:683(reindex_indexer)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/internals/managers.py:768(_slice_take_blocks_ax0)
        6    0.000    0.000    0.312    0.052 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/array_algos/take.py:58(take_nd)
        6    0.000    0.000    0.312    0.052 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/array_algos/take.py:120(_take_nd_ndarray)
        2    0.000    0.000    0.312    0.156 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/internals/blocks.py:926(take_nd)
        2    0.312    0.156    0.312    0.156 {pandas._libs.algos.take_2d_axis0_int32_int32}
      187    0.000    0.000    0.253    0.001 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/_array_api.py:168(_asarray_with_order)
1210/1182    0.253    0.000    0.253    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.237    0.237 /home/onyr/code/phdtrack/phdtrack_project_3/src/data_processing/value_node_ml/pipelines/pipeline_utils.py:27(split_samples_and_labels)
        2    0.000    0.000    0.237    0.118 /home/onyr/code/phdtrack/phdtrack_project_3/src/data_processing/value_node_ml/pipelines/pipeline_utils.py:8(handle_data_origin)
       18    0.224    0.012    0.224    0.012 {method 'copy' of 'numpy.ndarray' objects}
      116    0.222    0.002    0.222    0.002 {method 'flatten' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.199    0.199 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:169(wrapper)
        1    0.004    0.004    0.199    0.199 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/linear_model/_base.py:404(predict)
        1    0.002    0.002    0.199    0.199 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/metrics/_classification.py:146(accuracy_score)
        1    0.000    0.000    0.178    0.178 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/multiclass.py:198(check_classification_targets)
       12    0.000    0.000    0.162    0.013 <__array_function__ internals>:177(bincount)
        1    0.001    0.001    0.148    0.148 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/metrics/_ranking.py:904(roc_curve)
        1    0.019    0.019    0.147    0.147 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/metrics/_ranking.py:712(_binary_clf_curve)
       65    0.000    0.000    0.146    0.002 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
        1    0.013    0.013    0.145    0.145 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/linear_model/_base.py:378(decision_function)
        2    0.000    0.000    0.141    0.070 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/feature_selection/_base.py:68(transform)
        2    0.137    0.069    0.137    0.069 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/feature_selection/_base.py:92(_transform)
        1    0.132    0.132    0.132    0.132 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/extmath.py:156(safe_sparse_dot)
        1    0.000    0.000    0.101    0.101 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/parallel.py:797(_terminate_backend)
        1    0.000    0.000    0.101    0.101 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/_parallel_backends.py:571(terminate)
        1    0.000    0.000    0.101    0.101 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/_memmapping_reducer.py:616(_unlink_temporary_resources)
        1    0.000    0.000    0.100    0.100 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/_memmapping_reducer.py:648(_try_delete_folder)
        1    0.000    0.000    0.100    0.100 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/disk.py:105(delete_folder)
        1    0.100    0.100    0.100    0.100 {built-in method time.sleep}
        2    0.000    0.000    0.092    0.046 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/parallel.py:838(dispatch_one_batch)
        1    0.000    0.000    0.091    0.091 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/parallel.py:801(_dispatch)
        1    0.000    0.000    0.091    0.091 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/_parallel_backends.py:554(apply_async)
        1    0.000    0.000    0.091    0.091 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/reusable_executor.py:174(submit)
        1    0.000    0.000    0.091    0.091 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/process_executor.py:1126(submit)
        1    0.000    0.000    0.091    0.091 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/process_executor.py:1118(_ensure_executor_running)
        1    0.001    0.001    0.090    0.090 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/process_executor.py:1096(_adjust_process_count)
       10    0.000    0.000    0.086    0.009 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/multiprocessing/process.py:110(start)
       10    0.000    0.000    0.086    0.009 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/backend/process.py:26(_Popen)
       10    0.000    0.000    0.086    0.009 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/backend/popen_loky_posix.py:41(__init__)
       10    0.002    0.000    0.085    0.009 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/backend/popen_loky_posix.py:90(_launch)
       11    0.001    0.000    0.082    0.007 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/backend/fork_exec.py:32(fork_exec)
       12    0.000    0.000    0.081    0.007 <__array_function__ internals>:177(searchsorted)
       12    0.000    0.000    0.081    0.007 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1345(searchsorted)
       12    0.081    0.007    0.081    0.007 {method 'searchsorted' of 'numpy.ndarray' objects}
       11    0.079    0.007    0.079    0.007 {built-in method posix.fork}
       44    0.040    0.001    0.040    0.001 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.040    0.040 <__array_function__ internals>:177(take)
        1    0.000    0.000    0.040    0.040 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/fromnumeric.py:93(take)
        1    0.000    0.000    0.039    0.039 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/metrics/_base.py:202(_check_pos_label_consistency)
        4    0.000    0.000    0.027    0.007 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/dtypes/concat.py:32(concat_compat)
        1    0.000    0.000    0.020    0.020 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/extmath.py:1115(stable_cumsum)
        1    0.000    0.000    0.017    0.017 <__array_function__ internals>:177(cumsum)
        1    0.000    0.000    0.017    0.017 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2523(cumsum)
        1    0.017    0.017    0.017    0.017 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.011    0.005 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/concurrent/futures/_base.py:646(__exit__)
        2    0.000    0.000    0.011    0.005 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/concurrent/futures/thread.py:216(shutdown)
       12    0.000    0.000    0.011    0.001 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/threading.py:1080(join)
       12    0.000    0.000    0.011    0.001 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/threading.py:1118(_wait_for_tstate_lock)
        1    0.000    0.000    0.011    0.011 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/parallel.py:772(_initialize_backend)
        1    0.000    0.000    0.010    0.010 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/_parallel_backends.py:498(configure)
        9    0.000    0.000    0.010    0.001 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/sklearn/utils/_array_api.py:66(astype)
        1    0.000    0.000    0.010    0.010 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/executor.py:19(get_memmapping_executor)
        1    0.000    0.000    0.010    0.010 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/executor.py:25(get_memmapping_executor)
        2    0.000    0.000    0.010    0.005 /home/onyr/code/phdtrack/phdtrack_project_3/src/data_processing/value_node_ml/data_loading/data_loading.py:135(get_all_filepath_per_type)
        1    0.000    0.000    0.009    0.009 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/scipy/sparse/_coo.py:320(toarray)
        1    0.009    0.009    0.009    0.009 {built-in method scipy.sparse._sparsetools.coo_todense}
       29    0.000    0.000    0.009    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/logging/__init__.py:1479(info)
       29    0.000    0.000    0.009    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/logging/__init__.py:1610(_log)
       18    0.000    0.000    0.009    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/backend/resource_tracker.py:176(register)
       41    0.000    0.000    0.009    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/backend/resource_tracker.py:91(ensure_running)
        2    0.000    0.000    0.009    0.004 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/concurrent/futures/_base.py:583(map)
        2    0.000    0.000    0.009    0.004 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/concurrent/futures/_base.py:608(<listcomp>)
        2    0.000    0.000    0.009    0.004 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/_memmapping_reducer.py:541(register_new_context)
        1    0.000    0.000    0.009    0.009 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/_memmapping_reducer.py:522(__init__)
        1    0.000    0.000    0.009    0.009 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/_memmapping_reducer.py:537(set_current_context)
      170    0.000    0.000    0.009    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/concurrent/futures/thread.py:161(submit)
        2    0.000    0.000    0.009    0.004 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/_memmapping_reducer.py:587(register_folder_finalizer)
        1    0.000    0.000    0.008    0.008 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/backend/resource_tracker.py:351(spawnv_passfds)
        5    0.000    0.000    0.008    0.002 <__array_function__ internals>:177(argsort)
        5    0.000    0.000    0.008    0.002 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1038(argsort)
        5    0.008    0.002    0.008    0.002 {method 'argsort' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.008    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/logging/__init__.py:1636(handle)
       29    0.000    0.000    0.008    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/logging/__init__.py:1690(callHandlers)
      170    0.000    0.000    0.008    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/concurrent/futures/thread.py:180(_adjust_thread_count)
       58    0.000    0.000    0.008    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/logging/__init__.py:965(handle)
       58    0.000    0.000    0.007    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/logging/__init__.py:1098(emit)
       20    0.000    0.000    0.006    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/loky/backend/reduction.py:201(dump)
       13    0.000    0.000    0.006    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/threading.py:938(start)
        2    0.000    0.000    0.006    0.003 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/glob.py:13(glob)
        2    0.000    0.000    0.006    0.003 /home/onyr/code/phdtrack/phdtrack_project_3/src/data_processing/value_node_ml/data_loading/data_loading.py:150(log_positive_and_negative_labels)
2082/2078    0.000    0.000    0.006    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/glob.py:60(_iglob)
       13    0.000    0.000    0.006    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/threading.py:604(wait)
        2    0.000    0.000    0.006    0.003 /home/onyr/code/phdtrack/phdtrack_project_3/src/data_processing/commons/utils/data_utils.py:4(count_positive_and_negative_labels)
        2    0.000    0.000    0.006    0.003 <__array_function__ internals>:177(count_nonzero)
        2    0.000    0.000    0.006    0.003 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/numeric.py:432(count_nonzero)
        2    0.006    0.003    0.006    0.003 {built-in method numpy.core._multiarray_umath.count_nonzero}
       34    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(copyto)
       13    0.000    0.000    0.005    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/numeric.py:150(ones)
   101/99    0.001    0.000    0.004    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/pandas/core/series.py:368(__init__)
        3    0.000    0.000    0.004    0.001 <__array_function__ internals>:177(diff)
        3    0.004    0.001    0.004    0.001 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/lib/function_base.py:1320(diff)
       20    0.000    0.000    0.004    0.000 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/joblib/externals/cloudpickle/cloudpickle_fast.py:630(dump)
       20    0.001    0.000    0.004    0.000 {function CloudPickler.dump at 0x7f5ea9b29bc0}
        4    0.000    0.000    0.004    0.001 {method 'min' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.004    0.001 /home/onyr/anaconda3/envs/phdtrack-311/lib/python3.11/site-packages/numpy/core/_methods.py:43(_amin)
